Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,23.535587,23.635349,21.989271,22.030840,13.725882,0
2008-01-03,22.113974,22.317656,21.490459,21.577751,13.446276,0
2008-01-04,21.781433,21.968487,21.137135,21.324188,13.288260,5694095
2008-01-07,21.428108,21.993427,21.415638,21.719082,13.534338,0
2008-01-08,22.113974,22.525494,21.931076,22.051622,13.741575,0
2008-01-09,21.989271,22.018368,21.349131,21.860411,13.622420,0
2008-01-10,21.947702,22.446514,21.823002,22.155542,13.806323,0
2008-01-11,22.005898,22.259460,21.739864,21.798059,13.583562,0
2008-01-14,21.823002,22.238676,21.706612,22.018368,13.720842,0
2008-01-15,21.818844,21.823002,20.991648,21.074783,13.132850,0
2008-01-16,20.659107,20.866945,20.122885,20.700674,12.899721,0
2008-01-17,20.704832,20.950081,19.786186,19.836067,12.360939,0
2008-01-18,20.118729,20.783810,19.495214,19.906733,12.404973,0
2008-01-21,18.709585,19.453646,18.709585,19.204241,11.967211,0
2008-01-22,19.129419,20.156139,18.705429,19.204241,11.967211,0
2008-01-23,18.996403,19.033813,18.065289,18.767780,11.695228,0
2008-01-24,19.744619,20.372292,19.208397,20.206020,12.591467,0
2008-01-28,19.931673,20.472054,19.869322,20.409702,12.718399,0
2008-01-29,20.492838,20.654949,19.711365,19.952457,12.433458,0
2008-01-30,19.786186,19.948301,19.283218,19.948301,12.430877,0
2008-01-31,19.536781,19.715523,19.037970,19.424549,12.104497,0
2008-02-01,19.549252,19.698895,18.597353,19.358042,12.063051,0
2008-02-06,18.397829,18.830132,18.248184,18.830132,11.736742,0
2008-02-07,18.501747,18.788565,18.123482,18.514217,11.539831,0
2008-02-08,18.613979,18.830132,18.372889,18.377045,11.454339,0
2008-02-11,18.572412,19.179300,18.559942,19.121105,11.918105,0
2008-02-12,19.370510,20.197706,19.370510,19.744619,12.306743,0
2008-02-13,19.786186,20.438799,19.786186,20.285000,12.643561,0
2008-02-14,20.492838,20.534405,19.694738,19.790344,12.335234,0
2008-02-15,19.640701,19.952457,19.358042,19.910891,12.410375,0
2008-02-18,20.210176,20.492838,20.160295,20.368134,12.695366,3344189
2008-02-19,20.472054,20.530249,19.960772,20.035593,12.488103,0
2008-02-20,19.765404,20.492838,19.736305,20.447111,12.744595,0
2008-02-21,20.692362,20.783810,20.289154,20.372292,12.697961,0
2008-02-22,20.700674,20.866945,20.318253,20.866945,13.006280,0
2008-02-25,20.966707,21.365757,20.742243,21.299250,13.275736,0
2008-02-26,21.157919,22.197109,20.999962,22.134758,13.796494,13730398
2008-02-27,21.939390,22.695921,21.698298,22.421574,13.975273,0
2008-02-28,22.321812,22.592003,22.030840,22.579531,14.073726,0
2008-02-29,22.321812,22.404947,21.827156,21.947702,13.679915,0
2008-03-03,21.781433,22.592003,21.781433,22.479769,14.011539,0
2008-03-04,22.425732,22.641884,21.806374,22.014212,13.726733,0
2008-03-05,22.238676,22.650196,22.080721,22.625256,14.107745,0
2008-03-06,22.404947,22.554590,21.615164,21.615164,13.477919,0
2008-03-07,21.477989,21.573595,20.908512,21.241055,13.244644,0
2008-03-10,21.199486,21.303406,20.596756,20.858631,13.006191,0
2008-03-11,21.407324,21.976801,21.191174,21.843784,13.620476,0
2008-03-12,21.906136,22.122288,21.369913,21.573595,13.451990,0
2008-03-13,21.236897,21.985113,20.970863,21.735708,13.553084,0
2008-03-14,21.989271,22.030840,20.954237,21.486303,13.397565,0
2008-03-17,20.779654,20.987492,20.289154,20.783810,12.959537,0
2008-03-18,21.116350,21.423950,20.970863,21.386541,13.335369,0
